name,label
00436515-870c-4b36-a041-de91049b9ab4,562 152 818 605
00704310-78a8-4b38-8475-49f4573b2dbb,695 575 857 712
00aecb01-a116-45a2-956c-08d2fa55433f,547 299 666 464
00c0b293-48e7-4e16-ac76-9269ba535a62,650 511 856 795
00f08de1-517e-4652-a04f-d1dc9ee48593,571 275 801 751
0100515c-5204-4f31-98e0-f35e4b00004a,703 416 787 493
010ccb9f-6d46-4380-af11-84f87397a1b8,652 437 813 730
012a5620-d082-4bb8-9b3b-e72d8938000c,678 427 902 767
0174c4bb-28f5-41e3-a13f-a396badc18bd,155 182 428 683
019d950b-dd38-4cf3-a686-527a75728be6,229 318 479 619
01a6eaa6-222f-4ea8-9874-bbd89dc1a1ce,609 285 845 640
01a7353d-25bb-4ff8-916b-f50dd541dccf,664 540 887 743
01adfd2f-7bc7-4cef-ab68-a0992752b620,225 415 323 516
01b9e362-4950-40f5-88fa-7557ac2a45bb,714 278 969 854
01be392f-a46d-4aef-a57e-9cd1a80dd47e,535 626 712 866
01cad8d0-45cd-4603-b099-94055d322310,756 556 981 997
01cd2ba5-2baf-44b2-bf15-ee57e1ea4599,664 380 805 710
01d4fa0f-97a0-4522-b0d8-134400db2a3e,570 268 819 721
01dc817c-3cfa-49fe-8662-518edc30652a,368 677 469 816
01f3abc2-33c7-4ea2-a599-dc49b76fcfae,301 354 473 747
01fa0f5e-00c3-41cb-b5c7-10600c8633ae,364 419 460 540
01fdfd88-7607-48b9-ba05-a36e8b6fd19b,319 437 489 726
02002619-3dea-4038-8d4d-458db30ed8de,647 403 889 789
020380f8-5c5a-4ded-bdf3-9ce3036945b4,642 460 809 718
02099738-7465-4786-b71c-de8cdac477c3,617 269 825 689
020a16e3-baf9-4cf0-859c-c79b5253d717,698 288 924 599
02285fa4-35b7-4af6-b88f-3cac45a7f5c8,744 207 847 401
0294b4aa-5614-4b33-80a4-2c31b639e5b3,136 546 381 722
02c34d5b-16e9-412e-a385-ccd8cbceae16,633 421 847 687
02e93c9a-c063-4bf2-9fa1-cb26692d58f8,185 232 307 516
02ea6b76-4189-47c5-a8bf-70590f84ebd8,616 306 796 781
03249840-0a17-448c-bf41-7e156428ab59,349 277 471 586
035789b1-3736-405d-9910-f8f23c62ae9f,692 338 832 529
03a9498c-549d-4e7d-800b-e74797f7f625,610 599 875 844
03ae75b6-45a7-4a68-9871-f07b82b17bf6,584 367 825 833
03cd7a5b-d5d7-40a1-81b1-c4264920530a,667 125 922 874
03d92597-3e33-4fdf-8db5-a27cf5b8d3eb,591 242 778 575
03e9a70f-3de8-4e13-b3f2-9dd6d75f496d,684 326 817 564
03edb5ed-9e76-4abe-bc35-7bc95fea7e6a,185 408 373 715
040a0743-f663-4746-8224-f0e3bacc7ba5,637 240 879 787
0499513a-5d48-4cf9-aac8-115e2a52fe1a,675 642 854 803
049d7317-5a8b-4fc4-b81f-159fe6b45a92,645 378 844 474
04a6aa6d-bd6d-48b1-822b-21b81c4bdf3a,349 735 522 907
04d59a79-e659-49ca-8790-511f89ac3e1b,638 535 804 680
04dd9347-6215-4b34-a98f-a73e577aff9d,719 736 854 805
05083068-f4df-464a-b669-3c084ee05f1f,288 301 399 459
051e6e97-fda7-4b5c-8d5f-084bf3607d22,293 491 418 651
0587782c-ac6b-4ae1-8ffb-ce894d09f75e,734 488 955 575
059f1e59-573c-49d1-ac78-3323a2ff047f,547 554 684 651
05b91b32-5635-4071-b45d-6a73f8eea918,160 264 477 765
05b970e1-b223-4c17-a6a8-3f78c43c5308,259 499 461 768
05bb6f8d-453b-4e56-ae92-2600e058ba65,228 425 451 737
05d3817a-5535-4e77-8dda-d4412e496c81,614 78 890 837
05d4d725-02a2-4c90-8ef8-463217889ba8,518 123 899 838
05dad446-45f7-44df-bd2f-4673d9502348,138 405 419 624
05ead813-3c04-4e42-a5e1-4ca43294ece9,563 619 897 860
05eebe4c-bca2-40d4-bb20-54fc60e2bcea,529 139 900 716
05fb0374-ab2d-4cf4-bb36-ce56fb2c28a5,179 230 539 827
05fe70c1-4cc1-42fb-9303-083fd29dac0f,82 417 385 764
05fe7d73-5c8c-4349-88c4-2071a00d6d81,459 246 810 891
06089341-a69b-4777-817b-041be894b436,530 114 871 850
06155af4-88f1-48b3-8860-27578f1b2e04,57 79 332 602
061664a4-6a23-4cb2-a0da-0c5712b6e0a6,629 124 998 748
0618a5bc-196d-4afc-9ac4-d0aa940c6e03,222 95 477 392
061b44ff-fd22-473d-853f-81da70e14a63,596 121 903 741
061bb9bf-13c6-4ea0-bd82-5768fb83dff8,94 340 417 640
061d0ff4-a611-42ce-b780-1d1eb55e50ab,220 209 518 912
0620afa3-b2ea-442e-9e4f-c854086ca763,212 436 505 720
06250f9d-5ad9-44ca-9283-dbf787e2ad22,460 243 840 817
06327569-4e4f-4fdc-a116-db367c079669,202 150 371 313
0637b804-e693-48d1-8716-f7c63ce6162a,507 109 851 917
0638709c-d31d-4a59-a9e4-fc408ae36145,122 161 420 791
063fed6c-4ecd-4a74-8f0d-c7a906a3afa4,588 412 944 940
06420c87-02ee-4315-aa3a-63e911174435,134 147 446 821
06550cfd-e9d5-415e-bae9-3146329ed9e6,492 145 839 553
06634f15-9c78-47a1-97eb-f10f4c210765,495 305 828 789
06697be9-b1ab-444c-af0d-fd11a053f2b3,166 216 459 836
066d9e27-e48f-4453-b1e1-d73c34910722,467 98 738 431
06737bed-8dc1-47d9-8c30-324282dcc84d,115 347 413 601
06893030-14ab-456d-a22d-05070773e370,634 314 854 623
068b608d-f71c-4859-b909-62c1665b507f,181 106 401 371
0695a0d8-d4b6-4dbe-bc04-497897e4516a,87 414 328 615
0697baae-e475-4fa3-ad82-51b319a026cc,510 380 784 662
06a07f16-f6b5-4ae5-8f68-a97131fe4701,512 200 859 696
06a4f477-34ca-4625-945b-81bfa9e77273,512 355 825 974
06ac3c8c-cd1f-4e10-ac24-4cb4f3ab1243,503 271 865 938
06b52ffd-71b8-429a-a284-bb39240ed343,496 116 875 739
06b64e36-9e61-4865-bfe4-d96eef86548c,504 265 766 645
06bc1519-c307-4a98-b00b-8329f2ddf615,592 253 904 681
06bf9151-5732-4968-b198-f4109676cd55,548 233 925 882
06c3e09b-341b-4fb9-9e28-bfd9cf298c6d,253 450 494 683
06c50ad5-8ffd-480b-8424-dd38df7ca86c,574 99 899 843
06cc46b7-50b1-41c1-a406-ccac7a5ac3e2,220 279 453 771
06cc9b59-b8ff-4a6b-9e5b-f127c7c1208d,154 495 417 748
06cf339f-a71a-4177-b950-ae1fdd5f4762,540 226 876 583
06d3f696-82ea-4c71-b162-f18b3e0eeeac,116 504 335 776
06d5a58d-baf1-4937-bfc3-00db1fb2b1be,566 621 821 936
06d6e209-0bd4-45d4-81b4-4b97546d57fa,487 242 802 752
06df5d57-6f34-43c0-99ad-b9b5f9346cbd,334 297 611 791
06e09ebb-cb5b-4c30-8d3a-67a6ec34692b,577 161 819 531
06ec9278-5144-4b88-87f4-c195bb24857d,506 367 785 583
06efb50a-e30e-4e44-b323-c228c66d80a6,83 109 361 653
06f35e64-4b8b-404e-933a-c98f0b5614cc,490 24 809 808
06f5a38a-e4b1-4e5f-8c62-f48630a52504,242 613 415 759
06fc2885-127a-4274-b20c-554d352ea21b,197 129 494 650
0702a884-c189-4a05-bcf5-dc72f4f406fc,160 251 425 717
07075b45-c83b-4e9a-971e-4b6c4554a0ef,534 96 894 847
070c921f-171c-420c-915b-e49e3f600c38,527 141 901 818
071206e7-d4c0-418d-9d06-ef6505ee5316,683 152 977 850
072e7048-52f1-4b2b-be08-42e0ca1ba1ee,402 239 728 923
073102b7-565c-460a-9b69-13e2f34c4ee9,34 125 369 785
07332989-6518-4bd9-96de-f4513948cf4a,146 701 449 1024
07349035-d546-41ec-813a-612614536f5a,211 280 429 564
073630e6-3b52-4b41-a14b-bf8bb57e28ea,550 199 831 719
0742a7f3-5f8e-474b-bd1f-0ba8ba9a6b19,150 266 412 717
07464097-0781-4632-90ee-39b0e53cd72c,592 434 853 723
074f8729-c5ea-4830-8249-9a04208eab5e,611 515 1004 842
074f91b5-e915-4b6f-bdf0-af1ee55ebd9b,224 188 553 863
076eab63-d75d-4272-a5d3-13eae02f2c8f,186 203 455 797
077780cb-eb05-478f-a7d7-f0576e4c34df,507 144 861 799
077ff78d-27ef-49d4-9e8e-00e458844a3e,550 129 936 874
